,OvertimePay
76914,40447.67
76915,13754.76
76916,14781.47
76917,24272.2
76918,46754.7
76919,1096.67
76920,0.0
76921,7156.2
76922,46082.24
76923,3745.26
76924,0.0
76925,12042.37
76926,37904.63
76927,0.0
76928,14747.62
76929,23761.77
76930,8911.98
76931,7331.91
76932,0.0
76933,6948.27
76934,26680.9
76935,15943.03
76936,27187.12
76937,7517.25
76938,59822.96
76939,0.0
76940,4914.36
76941,4408.33
76942,0.0
76943,24964.84
76944,5009.48
76945,17997.29
76946,22246.61
76947,0.0
76948,0.0
76949,7011.65
76950,0.0
76951,248.77
76952,31738.24
76953,14096.56
76954,32688.08
76955,17177.54
76956,11986.3
76957,14575.89
76958,0.0
76959,7953.66
76960,16484.66
76961,0.0
76962,10524.91
76963,29615.36
76964,6921.68
76965,7077.51
76966,17715.77
76967,0.0
76968,0.0
76969,6310.48
76970,0.0
76971,61534.22
76972,0.0
76973,11301.35
76974,0.0
76975,5513.49
76976,17826.45
76977,13272.42
76978,42220.7
76979,11564.51
76980,17368.91
76981,8569.82
76982,9361.29
76983,0.0
76984,31634.23
76985,6549.04
76986,0.0
76987,2843.94
76988,0.0
76989,2833.05
76990,14414.58
76991,15000.34
76992,8735.8
76993,791.25
76994,68566.03
76995,0.0
76996,20112.48
76997,7006.23
76998,7199.4
76999,6214.66
77000,6740.05
77001,0.0
77002,23971.14
77003,12808.02
77004,33504.8
77005,4411.75
77006,16341.43
77007,0.0
77008,0.0
77009,0.0
77010,0.0
77011,0.0
77012,18157.48
77013,20911.17
77014,0.0
77015,0.0
77016,7212.52
77017,10635.86
77018,16764.56
77019,19638.59
77020,23932.63
77021,44320.6
77022,0.0
77023,2418.74
77024,12852.57
77025,0.0
77026,27373.73
77027,0.0
77028,5149.68
77029,0.0
77030,12657.48
77031,23579.11
77032,37952.39
77033,0.0
77034,0.0
77035,24818.14
77036,0.0
77037,0.0
77038,24726.31
77039,6815.36
77040,0.0
77041,27512.2
77042,8426.39
77043,19795.04
77044,857.44
77045,0.0
77046,0.0
77047,25558.82
77048,29935.72
77049,0.0
77050,649.2
77051,39816.52
77052,0.0
77053,3369.23
77054,0.0
77055,0.0
77056,7440.29
77057,16925.49
77058,370.65
77059,0.0
77060,3640.18
77061,23710.79
77062,0.0
77063,15084.88
77064,6815.36
77065,3876.2
77066,0.0
77067,0.0
77068,0.0
77069,0.0
77070,6295.4
77071,6686.89
77072,0.0
77073,0.0
77074,0.0
77075,2159.51
77076,44047.09
77077,18615.2
77078,11155.01
77079,5829.2
77080,13061.66
77081,15798.3
77082,18181.2
77083,0.0
77084,14633.27
77085,7017.57
77086,0.0
77087,11773.73
77088,5294.93
77089,0.0
77090,30335.85
77091,7396.91
77092,6358.15
77093,11398.37
77094,42288.29
77095,5237.22
77096,5060.73
77097,15317.8
77098,6694.44
77099,9233.04
77100,0.0
77101,23825.84
77102,20355.02
77103,0.0
77104,14374.54
77105,12585.48
77106,18764.49
77107,8039.31
77108,43636.08
77109,5956.8
77110,28749.07
77111,7996.59
77112,24409.5
77113,18453.38
77114,16048.74
77115,9890.97
77116,0.0
77117,0.0
77118,0.0
77119,5124.81
77120,0.0
77121,0.0
77122,10900.23
77123,0.0
77124,0.0
77125,18318.94
77126,0.0
77127,8430.6
77128,49054.3
77129,0.0
77130,0.0
77131,0.0
77132,5070.08
77133,32634.51
77134,55935.46
77135,6125.42
77136,11789.02
77137,5231.13
77138,5398.35
77139,0.0
77140,6742.27
77141,9301.36
77142,58761.64
77143,7479.56
77144,0.0
77145,0.0
77146,20929.45
77147,0.0
77148,0.0
77149,643.5
77150,7470.44
77151,0.0
77152,12276.26
77153,41327.66
77154,0.0
77155,3493.72
77156,16612.87
77157,9384.54
77158,0.0
77159,13584.07
77160,21746.82
77161,0.0
77162,19670.17
77163,0.0
77164,0.0
77165,37314.86
77166,23620.85
77167,0.0
77168,17275.19
77169,0.0
77170,0.0
77171,0.0
77172,0.0
77173,0.0
77174,0.0
77175,0.0
77176,0.0
77177,0.0
77178,18465.31
77179,0.0
77180,54510.32
77181,0.0
77182,31758.4
77183,48096.16
77184,11039.27
77185,4514.1
77186,0.0
77187,8183.83
77188,18227.25
77189,0.0
77190,0.0
77191,36051.51
77192,6926.91
77193,0.0
77194,9001.33
77195,56451.88
77196,18014.78
77197,9967.72
77198,10790.99
77199,0.0
77200,10149.02
77201,17221.41
77202,39575.17
77203,23511.13
77204,7374.19
77205,30022.69
77206,0.0
77207,14159.7
77208,4154.06
77209,13119.37
77210,0.0
77211,15633.08
77212,6868.52
77213,6626.94
77214,24561.38
77215,16517.13
77216,55440.98
77217,6588.9
77218,5536.12
77219,17760.03
77220,0.0
77221,0.0
77222,7015.6
77223,18203.59
77224,0.0
77225,7567.0
77226,12800.44
77227,128.61
77228,0.0
77229,51223.48
77230,3381.1
77231,15617.14
77232,9097.8
77233,0.0
77234,10431.32
77235,0.0
77236,0.0
77237,0.0
77238,0.0
77239,12875.59
77240,9239.25
77241,23844.54
77242,8614.05
77243,0.0
77244,8104.07
77245,6701.4
77246,0.0
77247,7391.29
77248,8391.18
77249,66225.79
77250,1302.3
77251,0.0
77252,5944.8
77253,20553.79
77254,0.0
77255,0.0
77256,44140.42
77257,0.0
77258,0.0
77259,8063.48
77260,10193.22
77261,9118.79
77262,14438.9
77263,18663.9
77264,15296.67
77265,11565.45
77266,12007.71
77267,0.0
77268,10984.17
77269,0.0
77270,0.0
77271,6921.68
77272,0.0
77273,0.0
77274,0.0
77275,18914.22
77276,0.0
77277,0.0
77278,0.0
77279,0.0
77280,0.0
77281,0.0
77282,0.0
77283,0.0
77284,0.0
77285,0.0
77286,0.0
77287,0.0
77288,0.0
77289,0.0
77290,0.0
77291,0.0
77292,0.0
77293,0.0
77294,19420.2
77295,3971.57
77296,16198.43
77297,43599.09
77298,0.0
77299,0.0
77300,5426.25
77301,0.0
77302,0.0
77303,0.0
77304,0.0
77305,0.0
77306,0.0
77307,0.0
77308,0.0
77309,0.0
77310,0.0
77311,0.0
77312,0.0
77313,0.0
77314,0.0
77315,0.0
77316,0.0
77317,26182.29
77318,7451.41
77319,19404.83
77320,30549.09
77321,5337.54
77322,0.0
77323,41869.46
77324,642.5
77325,0.0
77326,15969.86
77327,0.0
77328,13118.2
77329,42501.38
77330,13626.23
77331,0.0
77332,23309.83
77333,17151.91
77334,13214.32
77335,9003.24
77336,0.0
77337,10772.1
77338,3869.78
77339,0.0
77340,2420.18
77341,8923.82
77342,8267.17
77343,26206.38
77344,10530.34
77345,868.94
77346,17114.63
77347,29406.19
77348,59537.36
77349,0.0
77350,6633.14
77351,19097.67
77352,23125.87
77353,0.0
77354,0.0
77355,49296.94
77356,0.0
77357,0.0
77358,15315.94
77359,5186.93
77360,4925.05
77361,14138.83
77362,12894.76
77363,10696.54
77364,0.0
77365,0.0
77366,0.0
77367,39743.89
77368,10339.24
77369,4797.39
77370,3165.0
77371,26801.99
77372,12798.71
77373,36768.67
77374,5343.49
77375,53153.35
77376,28228.55
77377,6654.75
77378,0.0
77379,5124.81
77380,3693.48
77381,8268.05
77382,12927.7
77383,15393.94
77384,18610.89
77385,16458.95
77386,9401.06
77387,0.0
77388,0.0
77389,2642.65
77390,26582.52
77391,53261.08
77392,4583.85
77393,44024.67
77394,0.0
77395,1379.75
77396,24477.28
77397,16382.23
77398,0.0
77399,6924.78
77400,17705.43
77401,12034.0
77402,14366.5
77403,7582.08
77404,5648.24
77405,3909.15
77406,17051.19
77407,7573.39
77408,12813.38
77409,15859.05
77410,2848.5
77411,5262.51
77412,59231.78
77413,6544.43
77414,11481.43
77415,0.0
77416,0.0
77417,0.0
77418,3434.26
77419,18749.65
77420,0.0
77421,9202.73
77422,4802.3
77423,0.0
77424,45134.2
77425,0.0
77426,3486.88
77427,16503.91
77428,8430.6
77429,6967.64
77430,24737.63
77431,30177.67
77432,26557.11
77433,0.0
77434,5788.45
77435,15424.97
77436,0.0
77437,43.78
77438,53327.07
77439,5334.25
77440,8319.46
77441,16377.98
77442,16332.43
77443,5436.67
77444,7687.5
77445,34675.55
77446,16141.57
77447,6515.25
77448,21934.93
77449,46604.71
77450,59868.89
77451,0.0
77452,0.0
77453,16521.77
77454,0.0
77455,0.0
77456,0.0
77457,0.0
77458,0.0
77459,0.0
77460,0.0
77461,0.0
77462,0.0
77463,0.0
77464,0.0
77465,0.0
77466,0.0
77467,0.0
77468,0.0
77469,0.0
77470,0.0
77471,0.0
77472,0.0
77473,0.0
77474,0.0
77475,0.0
77476,0.0
77477,0.0
77478,0.0
77479,0.0
77480,0.0
77481,0.0
77482,0.0
77483,0.0
77484,0.0
77485,0.0
77486,0.0
77487,0.0
77488,0.0
77489,2787.75
77490,0.0
77491,0.0
77492,6345.78
77493,18991.95
77494,11712.45
77495,7582.08
77496,3434.26
77497,3788.13
77498,0.0
77499,8581.16
77500,1879.23
77501,6515.25
77502,6155.15
77503,15979.68
77504,0.0
77505,0.0
77506,29744.51
77507,0.0
77508,386.44
77509,0.0
77510,67189.1
77511,0.0
77512,0.0
77513,35467.89
77514,21537.21
77515,60906.7
77516,0.0
77517,28672.48
77518,0.0
77519,0.0
77520,8000.7
77521,8377.44
77522,32860.54
77523,0.0
77524,5071.65
77525,4138.66
77526,11599.05
77527,14922.09
77528,18154.21
77529,5253.33
77530,770.55
77531,12267.55
77532,8402.07
77533,0.0
77534,1579.12
77535,10299.96
77536,12627.54
77537,10590.84
77538,11513.07
77539,0.0
77540,0.0
77541,7597.25
77542,0.0
77543,57295.54
77544,0.0
77545,14090.59
77546,15505.6
77547,43264.04
77548,5777.79
77549,1009.44
77550,6921.68
77551,9866.75
77552,6178.91
77553,6318.4
77554,0.0
77555,0.0
77556,0.0
77557,13707.08
77558,19787.12
77559,4054.83
77560,11374.0
77561,13938.92
77562,0.0
77563,14366.55
77564,6279.25
77565,11538.27
77566,44721.23
77567,8532.5
77568,6868.52
77569,9354.2
77570,34585.34
77571,0.0
77572,15553.58
77573,1881.83
77574,8314.7
77575,5735.74
77576,0.0
77577,25512.96
77578,0.0
77579,1303.05
77580,0.0
77581,51949.17
77582,3434.26
77583,11072.65
77584,0.0
77585,0.0
77586,11696.9
77587,12193.6
77588,12748.58
77589,3630.6
77590,0.0
77591,0.0
77592,14324.62
77593,4780.45
77594,11298.07
77595,11025.76
77596,0.0
77597,4989.84
77598,37947.26
77599,14984.66
77600,0.0
77601,2802.0
77602,43422.98
77603,0.0
77604,12301.66
77605,20122.9
77606,36420.39
77607,17895.52
77608,11373.12
77609,13120.57
77610,18113.37
77611,0.0
77612,12470.37
77613,42806.76
77614,1872.54
77615,409.53
77616,0.0
77617,67.35
77618,4752.67
77619,20724.94
77620,4572.9
77621,45079.21
77622,54482.43
77623,53527.37
77624,0.0
77625,11395.26
77626,0.0
77627,11691.72
77628,10759.41
77629,46618.55
77630,13983.77
77631,5345.83
77632,8293.28
77633,12404.95
77634,0.0
77635,10028.86
77636,20671.31
77637,7205.99
77638,182.44
77639,12963.33
77640,29093.45
77641,0.0
77642,9952.33
77643,40841.3
77644,21495.04
77645,22087.32
77646,13366.2
77647,22499.99
77648,10460.37
77649,4760.68
77650,11192.5
77651,36747.24
77652,28332.5
77653,5771.4
77654,16371.17
77655,2277.18
77656,6763.07
77657,0.0
77658,4332.6
77659,1424.81
77660,14287.11
77661,12052.24
77662,0.0
77663,3381.1
77664,21691.91
77665,21926.46
77666,40748.44
77667,0.0
77668,22209.11
77669,12534.7
77670,10736.91
77671,11409.68
77672,22330.01
77673,13688.5
77674,14445.17
77675,5351.54
77676,9777.63
77677,0.0
77678,4430.37
77679,2877.78
77680,11630.34
77681,10132.06
77682,14558.59
77683,32578.21
77684,14571.12
77685,0.0
77686,3085.88
77687,24742.91
77688,0.0
77689,14833.26
77690,10043.48
77691,0.0
77692,3753.24
77693,0.0
77694,9107.12
77695,6948.47
77696,393.16
77697,0.0
77698,12042.81
77699,10463.86
77700,16727.94
77701,0.0
77702,8194.54
77703,14329.96
77704,3434.26
77705,0.0
77706,8323.91
77707,7005.0
77708,14396.38
77709,11937.78
77710,55057.9
77711,12775.36
77712,1225.28
77713,2559.57
77714,10093.51
77715,0.0
77716,11481.22
77717,19468.16
77718,0.0
77719,0.0
77720,0.0
77721,8587.0
77722,7437.66
77723,6851.88
77724,0.0
77725,8115.0
77726,4621.78
77727,9426.94
77728,64961.08
77729,10957.37
77730,5688.35
77731,7245.03
77732,6055.9
77733,4009.91
77734,0.0
77735,0.0
77736,47357.67
77737,12675.84
77738,18771.01
77739,5568.83
77740,7101.38
77741,1116.9
77742,0.0
77743,0.0
77744,5498.32
77745,13376.54
77746,6149.69
77747,7702.99
77748,4905.76
77749,9539.91
77750,40620.96
77751,0.0
77752,28686.81
77753,18193.97
77754,6250.89
77755,1690.55
77756,15599.94
77757,0.0
77758,5653.41
77759,0.0
77760,0.0
77761,3778.88
77762,7087.34
77763,5103.58
77764,0.0
77765,19256.29
77766,8563.69
77767,10864.94
77768,13904.74
77769,38605.31
77770,10607.26
77771,0.0
77772,10950.8
77773,15320.95
77774,0.0
77775,12176.57
77776,5262.52
77777,34369.07
77778,12993.5
77779,6123.65
77780,0.0
77781,0.0
77782,34629.3
77783,0.0
77784,9171.14
77785,6498.9
77786,3628.25
77787,5231.13
77788,19815.77
77789,8658.29
77790,0.0
77791,5016.03
77792,0.0
77793,16762.53
77794,4287.2
77795,0.0
77796,36714.0
77797,0.0
77798,6515.25
77799,4354.66
77800,10312.3
77801,10602.54
77802,5340.47
77803,0.0
77804,4039.22
77805,6644.36
77806,0.0
77807,21004.63
77808,5159.78
77809,2973.75
77810,8751.24
77811,11184.4
77812,10489.35
77813,15232.03
77814,19255.1
77815,17623.16
77816,11582.58
77817,4065.51
77818,16142.12
77819,0.0
77820,0.0
77821,10549.16
77822,0.0
77823,3865.59
77824,0.0
77825,44596.37
77826,20176.32
77827,0.0
77828,5691.41
77829,0.0
77830,13125.99
77831,0.0
77832,0.0
77833,0.0
77834,2527.36
77835,6982.75
77836,3910.25
77837,13978.41
77838,7971.13
77839,8878.94
77840,5868.91
77841,5231.14
77842,54036.3
77843,11427.17
77844,8756.63
77845,7591.27
77846,10159.08
77847,0.0
77848,0.0
77849,0.0
77850,63864.09
77851,18237.54
77852,7546.55
77853,10302.7
77854,42064.17
77855,15716.16
77856,5719.82
77857,15567.55
77858,9335.92
77859,0.0
77860,18118.75
77861,0.0
77862,0.0
77863,0.0
77864,5129.93
77865,0.0
77866,0.0
77867,0.0
77868,0.0
77869,0.0
77870,0.0
77871,0.0
77872,0.0
77873,0.0
77874,0.0
77875,1850.55
77876,40091.34
77877,0.0
77878,0.0
77879,9122.79
77880,0.0
77881,0.0
77882,13247.16
77883,0.0
77884,9765.81
77885,0.0
77886,13339.78
77887,10392.26
77888,15221.74
77889,10424.4
77890,0.0
77891,0.0
77892,0.0
77893,0.0
77894,7250.7
77895,4272.44
77896,13429.36
77897,54913.26
77898,7416.86
77899,413.01
77900,0.0
77901,10955.57
77902,4720.31
77903,0.0
77904,6132.2
77905,0.0
77906,0.0
77907,0.0
77908,0.0
77909,0.0
77910,0.0
77911,0.0
77912,5168.23
77913,1743.71
77914,0.0
77915,5054.7
77916,10138.05
77917,0.0
77918,12323.27
77919,5669.82
77920,20885.51
77921,0.0
77922,20328.03
77923,0.0
77924,16519.88
77925,6612.29
77926,7654.34
77927,0.0
77928,14918.28
77929,0.0
77930,6343.28
77931,0.0
77932,0.0
77933,8017.04
77934,610.05
77935,0.0
77936,0.0
77937,15863.91
77938,0.0
77939,25955.28
77940,0.0
77941,0.0
77942,0.0
77943,0.0
77944,14608.88
77945,0.0
77946,0.0
77947,0.0
77948,48307.51
77949,17839.69
77950,0.0
77951,943.69
77952,0.0
77953,29674.14
77954,438.11
77955,0.0
77956,10424.4
77957,8934.2
77958,9530.09
77959,0.0
77960,10517.02
77961,0.0
77962,0.0
77963,0.0
77964,0.0
77965,11091.37
77966,6267.05
77967,3508.36
77968,32823.22
77969,0.0
77970,4162.17
77971,0.0
77972,0.0
77973,32984.47
77974,10104.75
77975,17234.13
77976,36834.14
77977,0.0
77978,9172.83
77979,0.0
77980,6498.93
77981,0.0
77982,0.0
77983,0.0
77984,0.0
77985,1243.02
77986,35048.68
77987,5885.96
77988,0.0
77989,16267.83
77990,0.0
77991,9330.86
77992,0.0
77993,15696.47
77994,13075.39
77995,3665.67
77996,0.0
77997,0.0
77998,0.0
77999,6466.08
78000,11793.51
78001,11384.49
78002,37493.84
78003,9574.03
78004,22580.45
78005,0.0
78006,21354.61
78007,0.0
78008,21457.51
78009,8359.82
78010,3538.37
78011,20125.81
78012,14422.9
78013,13180.82
78014,0.0
78015,0.0
78016,4156.46
78017,30509.23
78018,0.0
78019,22936.78
78020,10741.42
78021,31395.29
78022,35755.8
78023,341.18
78024,8483.77
78025,22416.07
78026,42826.28
78027,4338.36
78028,8549.96
78029,0.0
78030,23324.48
78031,16265.46
78032,35352.73
78033,11405.38
78034,0.0
78035,6527.26
78036,7995.55
78037,10168.72
78038,0.0
78039,0.0
78040,0.0
78041,8115.34
78042,5177.97
78043,5297.02
78044,50446.07
78045,0.0
78046,0.0
78047,21831.38
78048,8920.97
78049,1508.92
78050,6645.44
78051,21348.15
78052,49593.25
78053,3008.76
78054,2315.08
78055,62269.22
78056,4296.15
78057,7503.11
78058,23086.36
78059,7852.87
78060,16044.17
78061,4615.89
78062,0.0
78063,32454.02
78064,20528.27
78065,11084.79
78066,0.0
78067,28492.11
78068,14711.52
78069,2879.24
78070,1868.0
78071,6577.18
78072,5583.19
78073,0.0
78074,21224.6
78075,50676.83
78076,0.0
78077,7350.53
78078,0.0
78079,9185.31
78080,10562.6
78081,0.0
78082,11429.17
78083,0.0
78084,12872.32
78085,9658.12
78086,7545.44
78087,6891.52
78088,8148.29
78089,9494.36
78090,0.0
78091,8059.9
78092,0.0
78093,23598.63
78094,13609.64
78095,0.0
78096,9665.7
78097,6719.85
78098,7189.98
78099,0.0
78100,0.0
78101,6580.57
78102,0.0
78103,0.0
78104,24585.7
78105,0.0
78106,12752.64
78107,0.0
78108,6748.75
78109,42669.51
78110,0.0
78111,0.0
78112,0.0
78113,0.0
78114,36378.76
78115,20954.56
78116,0.0
78117,0.0
78118,11516.49
78119,16056.75
78120,14072.08
78121,1690.55
78122,19903.29
78123,4837.06
78124,5323.89
78125,7472.2
78126,8277.84
78127,0.0
78128,0.0
78129,43119.07
78130,32115.03
78131,9609.89
78132,0.0
78133,8065.37
78134,0.0
78135,34864.88
78136,7215.18
78137,27435.27
78138,7773.45
78139,23447.52
78140,27047.15
78141,4498.0
78142,5657.45
78143,5144.64
78144,9784.35
78145,5190.27
78146,0.0
78147,5634.07
78148,0.0
78149,19959.82
78150,0.0
78151,10480.71
78152,4606.87
78153,11816.96
78154,9712.4
78155,8071.23
78156,45079.31
78157,0.0
78158,9048.16
78159,3240.57
78160,10280.36
78161,610.92
78162,0.0
78163,14605.75
78164,3820.76
78165,0.0
78166,7005.0
78167,4217.52
78168,0.0
78169,8561.26
78170,0.0
78171,22341.2
78172,21487.72
78173,7373.93
78174,5068.19
78175,4905.75
78176,8180.89
78177,8212.54
78178,780.9
78179,0.0
78180,9187.11
78181,7285.11
78182,13041.97
78183,3504.72
78184,4433.31
78185,19320.86
78186,103.62
78187,0.0
78188,18146.13
78189,2970.96
78190,21161.78
78191,4415.65
78192,342.98
78193,0.0
78194,9674.8
78195,6897.39
78196,8142.1
78197,7125.69
78198,15704.52
78199,5496.53
78200,19359.5
78201,9921.91
78202,9323.47
78203,0.0
78204,0.0
78205,0.0
78206,12402.84
78207,9859.67
78208,0.0
78209,10339.97
78210,8843.49
78211,0.0
78212,0.0
78213,0.0
78214,6145.46
78215,0.0
78216,0.0
78217,0.0
78218,0.0
78219,57791.57
78220,0.0
78221,0.0
78222,6304.5
78223,0.0
78224,12684.73
78225,4231.26
78226,0.0
78227,0.0
78228,10582.2
78229,6186.6
78230,0.0
78231,34239.9
78232,2955.9
78233,12274.69
78234,7822.28
78235,701.7
78236,8845.76
78237,1853.39
78238,7005.0
78239,0.0
78240,3810.24
78241,4308.24
78242,7533.96
78243,22250.01
78244,6770.03
78245,7529.47
78246,0.0
78247,11814.63
78248,0.0
78249,0.0
78250,35240.38
78251,0.0
78252,1996.81
78253,12670.68
78254,6702.05
78255,3277.97
78256,10839.15
78257,7815.56
78258,6833.51
78259,0.0
78260,0.0
78261,8199.27
78262,19109.22
78263,0.0
78264,24300.84
78265,6220.0
78266,0.0
78267,14447.78
78268,21899.82
78269,5123.35
78270,3899.35
78271,11370.01
78272,0.0
78273,9626.61
78274,8989.49
78275,9355.01
78276,6515.25
78277,7103.34
78278,11239.37
78279,11806.23
78280,5656.87
78281,7477.32
78282,12352.0
78283,9679.15
78284,0.0
78285,7165.63
78286,0.0
78287,3477.89
78288,7577.98
78289,13602.65
78290,18835.64
78291,22170.8
78292,2415.01
78293,0.0
78294,0.0
78295,50578.91
78296,33346.7
78297,0.0
78298,9031.7
78299,0.0
78300,8845.76
78301,27934.77
78302,11066.34
78303,14768.69
78304,0.0
78305,0.0
78306,0.0
78307,2864.93
78308,7915.99
78309,6217.54
78310,6924.78
78311,33063.46
78312,16299.55
78313,9854.28
78314,51556.84
78315,38853.46
78316,0.0
78317,20301.22
78318,19303.7
78319,19368.79
78320,7704.46
78321,10300.94
78322,3008.76
78323,4840.11
78324,17747.79
78325,33410.1
78326,0.0
78327,6129.4
78328,9617.61
78329,0.0
78330,34769.05
78331,5687.3
78332,8449.4
78333,28443.6
78334,0.0
78335,13697.25
78336,5614.79
78337,0.0
78338,5861.01
78339,0.0
78340,8607.15
78341,5320.75
78342,23567.12
78343,4760.56
78344,0.0
78345,0.0
78346,4498.0
78347,11255.68
78348,0.0
78349,9894.52
78350,8574.39
78351,0.0
78352,9399.69
78353,0.0
78354,1189.13
78355,4505.15
78356,0.0
78357,0.0
78358,104.11
78359,4224.79
78360,11735.44
78361,7694.51
78362,3519.06
78363,0.0
78364,0.0
78365,0.0
78366,6991.68
78367,7886.65
78368,14200.57
78369,5656.98
78370,14070.67
78371,8637.36
78372,808.56
78373,7844.54
78374,7782.19
78375,39417.99
78376,8810.45
78377,5522.28
78378,3822.74
78379,27358.76
78380,31801.27
78381,11111.81
78382,7621.03
78383,10681.13
78384,0.0
78385,5914.55
78386,0.0
78387,0.0
78388,3023.83
78389,34101.97
78390,6515.25
78391,6007.51
78392,2823.6
78393,19781.78
78394,6339.69
78395,1477.31
78396,0.0
78397,0.0
78398,0.0
78399,7113.0
78400,651.53
78401,9982.17
78402,9278.01
78403,0.0
78404,1039.36
78405,0.0
78406,1225.88
78407,0.0
78408,10575.94
78409,1743.71
78410,15186.88
78411,6199.5
78412,1119.26
78413,0.0
78414,0.0
78415,30107.03
78416,25744.47
78417,5177.97
78418,6304.5
78419,57795.62
78420,6596.39
78421,13303.61
78422,39060.83
78423,0.0
78424,8228.16
78425,13173.22
78426,10136.13
78427,1458.92
78428,7818.94
78429,27892.64
78430,5860.93
78431,753.04
78432,0.0
78433,16012.23
78434,0.0
78435,9027.54
78436,16886.22
78437,0.0
78438,9502.24
78439,21507.93
78440,40534.91
78441,811.98
78442,8045.69
78443,14927.73
78444,5432.19
78445,42876.31
78446,0.0
78447,55818.73
78448,0.0
78449,0.0
78450,0.0
78451,0.0
78452,13981.76
78453,6559.9
78454,16288.9
78455,10175.04
78456,2101.5
78457,0.0
78458,9597.93
78459,3733.44
78460,3598.4
78461,16306.36
78462,8796.35
78463,5909.76
78464,0.0
78465,3004.61
78466,496.4
78467,29768.33
78468,5388.97
78469,0.0
78470,4858.45
78471,7273.04
78472,5276.83
78473,13386.07
78474,12947.08
78475,1814.7
78476,5187.49
78477,32458.76
78478,5380.81
78479,2378.26
78480,0.0
78481,18808.35
78482,34264.68
78483,7138.2
78484,1444.2
78485,7344.34
78486,0.0
78487,5409.75
78488,0.0
78489,0.0
78490,10610.79
78491,0.0
78492,7184.85
78493,0.0
78494,7507.2
78495,7487.59
78496,0.0
78497,7129.03
78498,10759.2
78499,0.0
78500,8595.82
78501,0.0
78502,0.0
78503,0.0
78504,0.0
78505,26370.58
78506,0.0
78507,55947.15
78508,38702.98
78509,0.0
78510,0.0
78511,0.0
78512,0.0
78513,0.0
78514,0.0
78515,0.0
78516,0.0
78517,0.0
78518,0.0
78519,0.0
78520,0.0
78521,0.0
78522,0.0
78523,0.0
78524,0.0
78525,0.0
78526,0.0
78527,0.0
78528,0.0
78529,0.0
78530,0.0
78531,0.0
78532,0.0
78533,0.0
78534,0.0
78535,0.0
78536,0.0
78537,0.0
78538,0.0
78539,0.0
78540,0.0
78541,0.0
78542,0.0
78543,0.0
78544,0.0
78545,0.0
78546,0.0
78547,0.0
78548,0.0
78549,0.0
78550,0.0
78551,0.0
78552,0.0
78553,0.0
78554,0.0
78555,0.0
78556,0.0
78557,0.0
78558,0.0
78559,0.0
78560,0.0
78561,0.0
78562,0.0
78563,0.0
78564,0.0
78565,0.0
78566,0.0
78567,0.0
78568,49947.56
78569,0.0
78570,0.0
78571,0.0
78572,8376.79
78573,5866.91
78574,9600.36
78575,15600.15
78576,7303.63
78577,4462.47
78578,7302.26
78579,6189.61
78580,0.0
78581,5880.59
78582,7445.86
78583,1219.23
78584,52255.99
78585,0.0
78586,6223.33
78587,56344.86
78588,12021.4
78589,19848.97
78590,17083.69
78591,35634.15
78592,15026.08
78593,6460.09
78594,4175.94
78595,11103.98
78596,6952.38
78597,21199.58
78598,9508.21
78599,0.0
78600,33323.5
78601,16006.1
78602,10946.77
78603,7179.27
78604,5735.25
78605,0.0
78606,0.0
78607,0.0
78608,7486.54
78609,34061.05
78610,22558.9
78611,13603.81
78612,25799.55
78613,0.0
78614,6877.35
78615,55144.39
78616,3762.99
78617,12297.46
78618,6951.96
78619,0.0
78620,39806.66
78621,17455.55
78622,8277.4
78623,7120.32
78624,26932.21
78625,5085.52
78626,4430.18
78627,3434.26
78628,15029.35
78629,8342.93
78630,5429.61
78631,0.0
78632,8737.56
78633,6493.34
78634,29137.65
78635,0.0
78636,0.0
78637,2848.5
78638,41444.99
78639,6841.59
78640,1513.36
78641,8895.66
78642,5109.68
78643,0.0
78644,8148.29
78645,6186.95
78646,4223.94
78647,5477.77
78648,0.0
78649,5505.46
78650,4447.95
78651,16142.97
78652,0.0
78653,4490.95
78654,57478.46
78655,0.0
78656,16250.01
78657,0.0
78658,7807.49
78659,22067.17
78660,32676.32
78661,5472.81
78662,17329.62
78663,0.0
78664,0.0
78665,57165.1
78666,19366.86
78667,1410.08
78668,10036.04
78669,1330.95
78670,1779.59
78671,22353.92
78672,37953.39
78673,0.0
78674,43723.04
78675,14041.38
78676,12117.37
78677,87.62
78678,6312.86
78679,7774.11
78680,11216.06
78681,6985.25
78682,14573.6
78683,1472.97
78684,7224.32
78685,0.0
78686,0.0
78687,8806.11
78688,6750.56
78689,0.0
78690,1641.28
78691,1848.85
78692,0.0
78693,0.0
78694,0.0
78695,6209.58
78696,9181.73
78697,8255.12
78698,13492.82
78699,0.0
78700,0.0
78701,9225.72
78702,29983.86
78703,6768.04
78704,0.0
78705,0.0
78706,0.0
78707,0.0
78708,0.0
78709,0.0
78710,0.0
78711,0.0
78712,0.0
78713,0.0
78714,0.0
78715,17548.23
78716,0.0
78717,0.0
78718,0.0
78719,0.0
78720,0.0
78721,27015.4
78722,0.0
78723,5670.01
78724,5254.67
78725,0.0
78726,0.0
78727,18464.89
78728,32699.94
78729,0.0
78730,0.0
78731,0.0
78732,0.0
78733,0.0
78734,0.0
78735,0.0
78736,0.0
78737,0.0
78738,0.0
78739,0.0
78740,0.0
78741,34691.27
78742,14293.21
78743,8724.57
78744,4515.51
78745,3751.78
