,OtherPay
60019,942.26
60020,1647.88
60021,0.0
60022,1176.0
60023,1440.0
60024,1255.82
60025,1270.5
60026,22.96
60027,624.0
60028,288.45
60029,1783.32
60030,624.0
60031,1220.13
60032,2473.54
60033,466.01
60034,671.06
60035,1260.0
60036,300.91
60037,200.99
60038,0.0
60039,1594.38
60040,2664.9
60041,13465.25
60042,30.0
60043,125.0
60044,4079.38
60045,1616.97
60046,23.36
60047,1840.8
60048,15560.0
60049,612.35
60050,960.0
60051,437.46
60052,1768.5
60053,0.0
60054,624.0
60055,384.0
60056,2693.38
60057,624.0
60058,0.0
60059,219.85
60060,938.54
60061,1040.0
60062,3592.97
60063,0.0
60064,271.4
60065,0.0
60066,483.05
60067,2169.35
60068,1040.0
60069,453.1
60070,3791.05
60071,1122.4
60072,0.0
60073,0.0
60074,0.0
60075,624.0
60076,1189.1
60077,3550.89
60078,128.24
60079,1664.0
60080,216.0
60081,267.18
60082,0.0
60083,2262.72
60084,624.0
60085,1358.3
60086,5451.38
60087,0.0
60088,576.66
60089,586.02
60090,624.02
60091,432.0
60092,572.12
60093,2104.0
60094,0.0
60095,24206.5
60096,624.0
60097,1090.96
60098,0.0
60099,2877.56
60100,624.0
60101,0.0
60102,1005.82
60103,3473.84
60104,254.84
60105,624.03
60106,0.0
60107,3739.57
60108,918.62
60109,10619.57
60110,0.0
60111,1560.0
60112,874.8
60113,0.0
60114,293.55
60115,702.9
60116,624.0
60117,0.0
60118,67.51
60119,624.0
60120,0.0
60121,0.0
60122,1900.67
60123,618.15
60124,1240.0
60125,624.03
60126,0.0
60127,624.0
60128,2134.89
60129,596.19
60130,1766.19
60131,676.86
60132,1215.46
60133,0.0
60134,2871.58
60135,752.52
60136,1730.0
60137,624.0
60138,280.0
60139,1070.67
60140,1427.08
60141,1009.33
60142,1464.03
60143,2369.59
60144,1470.69
60145,2854.17
60146,0.0
60147,2007.56
60148,0.0
60149,624.0
60150,624.0
60151,2826.27
60152,863.32
60153,624.0
60154,0.0
60155,0.0
60156,0.0
60157,259.4
60158,0.0
60159,10.0
60160,1984.0
60161,328.06
60162,0.0
60163,1692.21
60164,3666.4
60165,1920.05
60166,0.0
60167,1589.0
60168,1443.02
60169,0.0
60170,17944.67
60171,3921.38
60172,1480.0
60173,2140.8
60174,0.0
60175,1306.53
60176,1725.69
60177,624.0
60178,819.95
60179,6024.76
60180,624.0
60181,805.0
60182,10.5
60183,0.0
60184,1375.5
60185,1076.21
60186,125.0
60187,612.0
60188,279.66
60189,1242.5
60190,624.0
60191,1171.42
60192,5286.11
60193,4250.0
60194,0.0
60195,2179.21
60196,3273.71
60197,0.0
60198,0.0
60199,0.0
60200,1381.65
60201,0.0
60202,1250.0
60203,1237.28
60204,1653.16
60205,624.0
60206,624.0
60207,21028.2
60208,0.0
60209,5057.3
60210,328.04
60211,5170.46
60212,1488.24
60213,0.0
60214,4336.81
60215,1053.38
60216,3210.37
60217,0.0
60218,240.0
60219,261.63
60220,3282.38
60221,834.43
60222,0.0
60223,3679.66
60224,2879.61
60225,7308.35
60226,624.01
60227,4336.0
60228,11615.95
60229,3787.35
60230,981.19
60231,454.93
60232,8580.7
60233,1573.02
60234,0.0
60235,1681.98
60236,5022.69
60237,0.0
60238,624.0
60239,2597.16
60240,2248.6
60241,0.0
60242,0.0
60243,0.0
60244,1508.89
60245,1140.0
60246,0.0
60247,1560.65
60248,250.0
60249,3774.98
60250,624.0
60251,509.31
60252,1108.5
60253,464.29
60254,869.12
60255,1036.51
60256,610.0
60257,0.0
60258,282.54
60259,3067.87
60260,508.02
60261,3497.52
60262,0.0
60263,1015.0
60264,1564.3
60265,1180.0
60266,2273.54
60267,1798.51
60268,2073.04
60269,1040.0
60270,0.0
60271,3800.92
60272,1624.0
60273,3456.2
60274,1965.44
60275,1225.3
60276,7011.88
60277,1500.0
60278,624.0
60279,0.0
60280,3684.68
60281,0.0
60282,250.0
60283,250.0
60284,0.0
60285,0.0
60286,11958.59
60287,366.75
60288,0.0
60289,5558.83
60290,0.0
60291,2161.68
60292,1189.54
60293,0.0
60294,3810.44
60295,1026.64
60296,1584.0
60297,886.63
60298,1287.33
60299,1033.75
60300,853.83
60301,99.88
60302,0.0
60303,622.8
60304,1365.65
60305,1003.35
60306,1538.62
60307,2266.42
60308,6175.94
60309,3500.52
60310,1664.0
60311,312.0
60312,0.0
60313,1932.0
60314,0.0
60315,0.0
60316,0.0
60317,0.0
60318,2642.45
60319,1541.1
60320,0.0
60321,0.0
60322,1565.19
60323,2572.79
60324,1107.51
60325,0.0
60326,0.0
60327,0.0
60328,624.0
60329,0.0
60330,1443.0
60331,250.0
60332,1019.63
60333,482.1
60334,1017.62
60335,1884.0
60336,1362.14
60337,1360.0
60338,2388.31
60339,2058.86
60340,0.0
60341,4465.29
60342,0.0
60343,358.88
60344,7655.94
60345,0.0
60346,0.0
60347,0.0
60348,260.46
60349,0.0
60350,0.0
60351,250.53
60352,0.0
60353,0.0
60354,453.92
60355,0.0
60356,313.12
60357,0.0
60358,63.85
60359,1670.0
60360,5367.48
60361,888.0
60362,0.0
60363,2262.04
60364,0.0
60365,0.0
60366,1380.0
60367,17523.08
60368,950.0
60369,6994.35
60370,0.0
60371,80.0
60372,798.27
60373,0.0
60374,0.0
60375,10477.67
60376,0.0
60377,5010.46
60378,1782.51
60379,624.0
60380,633.65
60381,1068.14
60382,5180.24
60383,3825.96
60384,1015.22
60385,1380.0
60386,4048.55
60387,456.04
60388,1179.5
60389,1272.6
60390,1180.0
60391,0.0
60392,318.6
60393,2225.34
60394,9678.36
60395,1046.54
60396,0.0
60397,5195.69
60398,0.0
60399,312.5
60400,0.0
60401,0.0
60402,0.0
60403,0.0
60404,1478.58
60405,330.22
60406,0.0
60407,1500.0
60408,1242.5
60409,421.26
60410,649.4
60411,4935.21
60412,1520.98
60413,0.0
60414,5128.87
60415,1075.8
60416,794.96
60417,624.0
60418,1107.64
60419,0.0
60420,760.0
60421,0.0
60422,1584.0
60423,1094.45
60424,0.0
60425,0.0
60426,0.0
60427,1094.27
60428,11207.76
60429,3833.56
60430,0.0
60431,4008.08
60432,1071.37
60433,999.88
60434,1260.0
60435,0.0
60436,0.0
60437,5035.12
60438,3688.26
60439,0.0
60440,0.0
60441,0.0
60442,240.0
60443,3514.44
60444,73.35
60445,11.21
60446,3801.37
60447,56.0
60448,0.0
60449,1360.0
60450,1137.11
60451,0.0
60452,5049.45
60453,986.78
60454,448.17
60455,773.52
60456,4311.34
60457,1220.0
60458,0.0
60459,216.0
60460,624.0
60461,5194.03
60462,624.0
60463,3559.98
60464,5141.23
60465,1260.0
60466,443.71
60467,0.0
60468,0.0
60469,0.0
60470,0.0
60471,364.73
60472,0.0
60473,9533.95
60474,0.0
60475,2859.79
60476,0.0
60477,373.54
60478,5120.9
60479,1192.26
60480,0.0
60481,0.0
60482,0.0
60483,0.0
60484,961.99
60485,624.0
60486,916.72
60487,5344.79
60488,369.13
60489,361.15
60490,556.5
60491,0.0
60492,2222.73
60493,1457.12
60494,3316.82
60495,624.0
60496,0.0
60497,624.0
60498,960.0
60499,578.0
60500,0.0
60501,896.13
60502,1270.72
60503,0.0
60504,624.0
60505,2464.31
60506,0.0
60507,0.0
60508,5190.45
60509,7737.89
60510,2125.03
60511,0.0
60512,790.66
60513,960.0
60514,0.0
60515,287.66
60516,1600.0
60517,5186.99
60518,2821.67
60519,17925.33
60520,494.84
60521,1862.29
60522,643.2
60523,0.0
60524,0.0
60525,0.0
60526,966.7
60527,2022.0
60528,910.22
60529,571.7
60530,1056.23
60531,1320.63
60532,0.0
60533,1904.0
60534,1049.91
60535,3181.27
60536,520.0
60537,0.0
60538,198.45
60539,124.33
60540,624.0
60541,4451.32
60542,840.14
60543,250.0
60544,3221.5
60545,5226.45
60546,250.0
60547,1068.44
60548,577.2
60549,1606.35
60550,0.0
60551,259.72
60552,2360.52
60553,1077.88
60554,624.0
60555,1033.01
60556,1151.1
60557,144.0
60558,1339.22
60559,4100.08
60560,1025.99
60561,16247.45
60562,3794.08
60563,18.05
60564,11855.19
60565,0.0
60566,624.0
60567,5286.38
60568,4605.31
60569,2109.4
60570,1044.65
60571,0.0
60572,1682.98
60573,624.0
60574,0.0
60575,0.0
60576,530.2
60577,5045.37
60578,5044.91
60579,624.0
60580,250.0
60581,624.0
60582,5410.02
60583,0.0
60584,264.0
60585,624.0
60586,610.98
60587,285.05
60588,1724.0
60589,623.85
60590,0.0
60591,624.0
60592,347.25
60593,0.0
60594,1047.75
60595,624.0
60596,1140.0
60597,624.0
60598,624.0
60599,2012.14
60600,1704.0
60601,358.81
60602,0.0
60603,504.4
60604,0.0
60605,637.19
60606,624.0
60607,455.76
60608,616.33
60609,624.0
60610,11787.43
60611,1032.36
60612,4283.35
60613,612.81
60614,595.2
60615,1624.0
60616,2923.38
60617,0.0
60618,250.0
60619,5294.7
60620,2946.78
60621,624.0
60622,754.4
60623,456.87
60624,624.0
60625,0.0
60626,1720.0
60627,2093.8
60628,504.0
60629,3713.81
60630,5167.2
60631,1280.0
60632,5146.05
60633,624.0
60634,624.0
60635,2346.2
60636,4129.16
60637,703.45
60638,624.0
60639,0.0
60640,0.0
60641,0.0
60642,624.0
60643,1768.44
60644,3266.75
60645,1460.0
60646,624.0
60647,363.6
60648,3007.65
60649,520.0
60650,800.0
60651,5956.42
60652,5104.51
60653,5052.0
60654,0.0
60655,5142.07
60656,624.0
60657,621.6
60658,624.0
60659,624.0
60660,624.0
60661,917.42
60662,2244.84
60663,2234.07
60664,630.93
60665,624.0
60666,624.0
60667,0.0
60668,810.0
60669,400.0
60670,624.0
60671,3381.3
60672,2285.7
60673,2106.52
60674,641.6
60675,880.0
60676,624.01
60677,36242.09
60678,624.0
60679,0.0
60680,0.0
60681,0.0
60682,621.6
60683,627.89
60684,622.95
60685,0.0
60686,0.0
60687,4692.39
60688,2945.06
60689,624.0
60690,0.0
60691,96.0
60692,0.0
60693,1533.45
60694,0.0
60695,9687.11
60696,624.0
60697,624.0
60698,972.4
60699,4140.95
60700,1771.9
60701,624.0
60702,654.56
60703,3366.09
60704,0.0
60705,0.0
60706,4895.79
60707,624.01
60708,0.0
60709,0.0
60710,0.0
60711,698.66
60712,250.0
60713,4022.07
60714,5397.89
60715,5065.39
60716,497.53
60717,2658.79
60718,2719.5
60719,1440.0
60720,0.0
60721,624.0
60722,624.0
60723,360.0
60724,91.55
60725,531.85
60726,0.0
60727,15799.25
60728,644.86
60729,2096.58
60730,1342.15
60731,1340.0
60732,1480.0
60733,834.73
60734,5191.32
60735,624.0
60736,568.0
60737,576.65
60738,624.0
60739,1050.99
60740,0.0
60741,1397.47
60742,0.0
60743,624.0
60744,624.0
60745,2685.08
60746,4763.53
60747,552.37
60748,920.0
60749,624.0
60750,623.1
60751,4200.96
60752,4635.04
60753,0.0
60754,624.0
60755,0.0
60756,588.0
60757,250.0
60758,589.9
60759,470.57
60760,3732.0
60761,624.0
60762,1724.87
60763,0.0
60764,1006.78
60765,250.0
60766,1246.07
60767,1405.92
60768,617.46
60769,1043.09
60770,138.91
60771,132.28
60772,217.0
60773,576.0
60774,4972.21
60775,5441.16
60776,600.0
60777,1462.08
60778,624.0
60779,0.0
60780,2691.84
60781,1541.93
60782,0.0
60783,604.65
60784,0.0
60785,0.0
60786,624.0
60787,3955.13
60788,0.0
60789,0.0
60790,1000.0
60791,4472.17
60792,624.01
60793,425.6
60794,3074.01
60795,0.0
60796,10563.95
60797,5234.14
60798,0.0
60799,1836.3
60800,4243.73
60801,0.0
60802,4955.68
60803,4376.85
60804,1200.0
60805,1685.0
60806,3537.18
60807,0.0
60808,0.0
60809,3113.23
60810,396.04
60811,624.11
60812,0.0
60813,0.0
60814,2918.13
60815,0.0
60816,0.0
60817,694.75
60818,1015.81
60819,4420.16
60820,385.2
60821,3537.83
60822,624.0
60823,411.1
60824,0.0
60825,0.0
60826,624.0
60827,0.0
60828,0.0
60829,624.0
60830,200.0
60831,7.78
60832,1.93
60833,0.0
60834,3586.54
60835,1051.22
60836,3804.73
60837,5185.09
60838,5104.06
60839,2446.61
60840,0.0
60841,200.0
60842,250.0
60843,1715.88
60844,2194.19
60845,1309.42
60846,0.0
60847,1219.09
60848,5012.27
60849,3822.9
60850,1430.79
60851,283.23
60852,1359.41
60853,0.0
60854,2137.76
60855,1664.0
60856,3466.22
60857,611.25
60858,0.0
60859,0.0
60860,0.0
60861,427.37
60862,0.0
60863,1032.81
60864,1543.85
60865,0.0
60866,0.0
60867,0.0
60868,0.0
60869,1648.41
60870,621.61
60871,0.0
60872,0.0
60873,1397.22
60874,2894.72
60875,3849.09
60876,2474.98
60877,0.0
60878,0.0
60879,0.0
60880,0.0
60881,0.0
60882,0.0
60883,0.0
60884,2001.21
60885,3973.33
60886,3841.65
60887,924.0
60888,12405.64
60889,3268.8
60890,4028.9
60891,3821.55
60892,766.93
60893,0.0
60894,4096.07
60895,1808.48
60896,3832.04
60897,0.0
60898,905.02
60899,0.0
60900,46.54
60901,0.0
60902,0.0
60903,37.65
60904,0.0
60905,1527.23
60906,0.0
60907,1100.0
60908,0.0
60909,0.0
60910,2448.46
60911,53671.52
60912,977.57
60913,0.0
60914,0.0
60915,1460.99
60916,852.91
60917,1554.63
60918,2852.88
60919,786.72
60920,1456.4
60921,0.0
60922,0.0
60923,1344.0
60924,3507.19
60925,1002.29
60926,569.7
60927,4926.44
60928,1961.74
60929,1689.87
60930,1035.46
60931,0.0
60932,1166.42
60933,3658.24
60934,311.3
60935,0.0
60936,1909.11
60937,0.0
60938,4781.7
60939,0.0
60940,624.0
60941,968.34
60942,800.0
60943,0.0
60944,0.0
60945,18109.3
60946,680.0
60947,0.0
60948,0.0
60949,0.0
60950,1382.55
60951,3236.66
60952,200.0
60953,4761.07
60954,4294.33
60955,250.0
60956,960.0
60957,721.5
60958,442.95
60959,558.9
60960,80.0
60961,34.76
60962,0.0
60963,9307.32
60964,567.21
60965,1353.58
60966,3010.33
60967,1074.41
60968,0.0
60969,878.95
60970,0.0
60971,2743.25
60972,1653.65
60973,613.18
60974,820.0
60975,1693.45
60976,348.0
60977,763.36
60978,496.84
60979,0.0
60980,339.48
60981,537.79
60982,613.94
60983,1211.1
60984,1289.86
60985,4182.98
60986,0.0
60987,3453.46
60988,574.05
60989,833.03
60990,1193.5
60991,1040.0
60992,1663.33
60993,3273.03
60994,378.85
60995,0.0
60996,3839.34
60997,2924.91
60998,790.74
60999,2149.01
61000,264.0
61001,1032.5
61002,3932.39
61003,0.0
61004,10.56
61005,0.0
61006,0.0
61007,2987.4
61008,10728.19
61009,1323.0
61010,3325.82
61011,0.0
61012,484.14
61013,0.0
61014,1295.0
61015,9075.86
61016,4404.36
61017,0.0
61018,649.1
61019,1684.21
61020,3311.9
61021,2056.79
61022,624.0
61023,3643.2
61024,3884.64
61025,196.7
61026,624.0
61027,0.0
61028,3647.51
61029,1132.0
61030,0.0
61031,759.6
61032,3927.65
61033,1347.57
61034,5865.69
61035,0.0
61036,824.0
61037,624.0
61038,408.45
61039,624.0
61040,0.0
61041,1981.81
61042,604.95
61043,0.0
61044,456.0
61045,1120.0
61046,3881.8
61047,688.24
61048,1185.55
61049,624.0
61050,624.0
61051,3751.46
61052,624.0
61053,1273.21
61054,0.0
61055,935.14
61056,0.0
61057,1284.5
61058,0.0
61059,9380.42
61060,313.32
61061,0.0
61062,624.0
61063,904.0
61064,624.0
61065,0.0
61066,0.0
61067,1650.45
61068,595.2
61069,624.0
61070,537.62
61071,0.0
61072,624.0
61073,0.0
61074,1169.27
61075,7477.74
61076,608.41
61077,680.0
61078,2864.75
61079,1586.09
61080,624.0
61081,0.0
61082,0.0
61083,624.0
61084,2383.66
61085,624.0
61086,1529.05
61087,3298.81
61088,0.0
61089,0.0
61090,624.0
61091,470.49
61092,0.0
61093,967.32
61094,30993.27
61095,0.0
61096,0.0
61097,1380.0
61098,1440.0
61099,624.0
61100,9220.85
61101,1024.01
61102,607.31
61103,2465.12
61104,2643.26
61105,518.83
61106,459.86
61107,624.0
61108,535.6
61109,383.07
61110,0.0
61111,703.69
61112,3882.6
61113,1666.65
61114,1220.1
61115,955.1
61116,0.0
61117,275.66
61118,624.0
61119,5570.33
61120,624.0
61121,624.0
61122,0.0
61123,0.0
61124,814.42
61125,1277.25
61126,3069.16
61127,0.0
61128,1260.0
61129,3652.7
61130,2567.75
61131,696.61
61132,1902.62
61133,913.49
61134,1509.92
61135,0.0
61136,370.58
61137,1227.48
61138,1144.88
61139,1475.0
61140,498.7
61141,0.0
61142,0.0
61143,2814.59
61144,200.0
61145,176.1
61146,598.31
61147,3582.65
61148,1202.37
61149,624.0
61150,0.0
61151,974.8
61152,3108.85
61153,624.0
61154,0.0
61155,604.91
61156,2671.23
61157,605.4
61158,200.0
61159,624.0
61160,2768.77
61161,27.18
61162,1415.98
61163,1353.18
61164,1291.5
61165,0.0
61166,2238.19
61167,941.67
61168,755.02
61169,3530.67
61170,324.0
61171,1516.21
61172,14460.6
61173,1311.12
61174,738.29
61175,624.0
61176,0.0
61177,2680.01
61178,2999.22
61179,411.22
61180,430.59
61181,624.0
61182,686.03
61183,2823.82
61184,0.0
61185,4680.9
61186,0.0
61187,5333.84
61188,623.7
61189,394.68
61190,600.0
61191,3528.64
61192,623.23
61193,602.69
61194,216.0
61195,0.0
61196,0.0
61197,10006.13
61198,250.0
61199,3822.16
61200,2364.88
61201,3286.87
61202,1317.29
61203,0.0
61204,0.0
61205,985.07
61206,764.25
61207,1227.25
61208,710.73
61209,1322.47
61210,0.0
61211,252.83
61212,619.2
61213,1309.0
61214,879.92
61215,11558.1
61216,0.0
61217,3566.26
61218,0.0
61219,2395.76
61220,912.36
61221,1334.07
61222,0.0
61223,3511.15
61224,567.37
61225,0.0
61226,0.0
61227,4695.44
61228,0.0
61229,0.0
61230,3693.95
61231,0.0
61232,3808.66
61233,3088.14
61234,425.1
61235,0.0
61236,4253.56
61237,285.5
61238,11805.7
61239,0.0
61240,602.4
61241,2951.26
61242,0.0
61243,2208.8
61244,0.0
61245,7088.28
61246,1814.0
61247,596.58
61248,0.0
61249,20.64
61250,1678.45
61251,1236.89
61252,120.77
61253,772.21
61254,0.0
61255,60.0
61256,871.57
61257,0.0
61258,4220.03
61259,0.0
61260,7548.06
61261,1993.05
61262,3160.85
61263,0.0
61264,0.0
61265,8453.46
61266,0.0
61267,0.0
61268,690.0
61269,4418.21
61270,0.0
61271,0.0
61272,1380.54
61273,1169.93
61274,1540.0
61275,567.14
61276,142.07
61277,780.44
61278,754.07
61279,2902.35
61280,2384.04
61281,3708.31
61282,280.0
61283,1040.0
61284,0.0
61285,0.0
61286,0.0
61287,752.15
61288,0.0
61289,620.01
61290,0.0
61291,1582.13
61292,3325.99
61293,250.0
61294,0.0
61295,598.32
61296,1146.42
61297,3217.48
61298,2388.28
61299,3049.71
61300,1232.0
61301,578.46
61302,2511.42
61303,4798.23
61304,612.35
61305,609.21
61306,1800.0
61307,1730.0
61308,0.0
61309,591.5
61310,3170.93
61311,2500.49
61312,0.0
61313,0.0
61314,0.0
61315,0.0
61316,417.07
61317,1795.08
61318,2747.95
61319,22946.96
61320,0.0
61321,3402.04
61322,0.0
61323,983.76
61324,3025.84
61325,755.94
61326,0.0
61327,323.75
61328,0.0
61329,16192.19
61330,16908.36
61331,1298.0
61332,624.0
61333,607.2
61334,1720.48
61335,3377.39
61336,1292.33
61337,170.8
61338,6950.6
61339,1008.22
61340,1998.56
61341,3096.77
61342,0.0
61343,4423.93
61344,0.0
61345,3405.87
61346,200.0
61347,0.0
61348,0.0
61349,1078.0
61350,2611.03
61351,1303.36
61352,250.0
61353,1140.99
61354,9.27
61355,985.48
61356,1083.8
61357,1302.0
61358,5232.98
61359,581.41
61360,0.0
61361,1668.13
61362,0.0
61363,0.0
61364,610.23
61365,250.0
61366,0.0
61367,0.0
61368,0.0
61369,464.62
61370,678.48
61371,1852.21
61372,438.25
61373,200.0
61374,688.13
61375,610.23
61376,0.0
61377,0.0
61378,4722.17
61379,297.15
61380,1500.0
61381,0.0
61382,4339.24
61383,1109.33
61384,1246.81
61385,1220.54
61386,547.94
61387,1000.0
61388,0.0
61389,565.01
61390,2534.48
61391,297.02
61392,754.08
61393,4276.1
61394,0.0
61395,80.47
61396,1477.01
61397,545.71
61398,1131.85
61399,1153.68
61400,567.49
61401,696.83
61402,0.0
61403,200.0
61404,0.0
61405,568.0
61406,1169.48
61407,34.0
61408,1204.0
61409,5060.29
61410,888.52
61411,2273.06
61412,2636.17
61413,5242.03
61414,2876.13
61415,8972.77
61416,9148.46
61417,694.31
61418,0.0
61419,340.66
61420,605.1
61421,4541.96
61422,1758.0
61423,217.11
61424,3440.04
61425,1186.0
61426,0.0
61427,0.0
61428,15.42
61429,0.0
61430,0.0
61431,1418.13
61432,0.0
61433,1052.77
61434,1313.11
61435,200.0
61436,0.0
61437,513.17
61438,927.82
61439,1229.47
61440,6637.97
61441,558.57
61442,0.0
61443,1719.2
61444,3577.39
61445,1151.5
61446,26.44
61447,1776.57
61448,608.69
61449,1021.57
61450,15769.21
61451,1165.5
61452,0.0
61453,2000.0
61454,3023.66
61455,0.0
61456,0.0
61457,493.86
61458,1071.0
61459,707.56
61460,1270.85
61461,629.15
61462,3552.99
61463,1494.09
61464,0.0
61465,250.0
61466,568.12
61467,646.46
61468,532.2
61469,200.0
61470,3220.88
61471,0.0
61472,1549.94
61473,839.68
61474,1194.95
61475,0.0
61476,1710.38
61477,3984.76
61478,550.0
61479,18297.05
61480,250.0
61481,761.61
61482,3486.0
61483,0.0
61484,5877.33
61485,1040.0
61486,0.0
61487,678.6
61488,79.6
61489,9900.17
61490,1401.36
61491,20788.74
61492,22096.32
61493,0.0
61494,13.45
61495,2279.84
61496,156.9
61497,4095.39
61498,70.0
61499,2598.94
61500,722.55
61501,7801.28
61502,955.44
61503,27551.61
61504,1310.56
61505,4182.78
61506,1355.08
61507,12.05
61508,451.78
61509,1237.07
61510,815.22
61511,0.0
61512,3133.69
61513,706.42
61514,0.0
61515,844.65
61516,0.0
61517,0.0
61518,0.0
61519,1066.11
61520,268.32
61521,1412.79
61522,356.1
61523,0.0
61524,0.0
61525,386.87
61526,624.0
61527,582.4
61528,9768.95
61529,261.75
61530,60.0
61531,0.0
61532,2764.7
61533,0.0
61534,0.0
61535,1717.9
61536,18573.79
61537,5394.03
61538,888.56
61539,1869.23
61540,0.0
61541,1687.19
61542,1379.68
61543,374.4
61544,1319.01
61545,0.0
61546,0.0
61547,1148.0
61548,2344.24
61549,11985.39
61550,85.69
61551,0.0
61552,0.0
61553,0.0
61554,0.0
61555,4214.97
61556,0.0
61557,1953.2
61558,920.0
61559,7277.96
61560,0.0
61561,623.92
61562,427.24
61563,1156.64
61564,1414.4
61565,0.0
61566,250.0
61567,1908.61
61568,7252.69
61569,250.0
61570,0.0
61571,951.39
61572,630.0
61573,0.0
61574,0.0
61575,1337.24
61576,2119.25
61577,1370.0
61578,593.38
61579,12439.82
61580,216.0
61581,673.25
61582,574.72
61583,0.0
61584,360.0
61585,1269.84
61586,3788.89
61587,10514.54
61588,269.5
61589,0.0
61590,820.0
61591,1000.0
61592,1000.0
61593,1989.67
61594,543.6
61595,597.55
61596,250.0
61597,0.0
61598,41.0
61599,1000.0
61600,264.0
61601,25.8
61602,581.82
61603,624.0
61604,1009.41
61605,560.79
61606,0.0
61607,690.46
61608,624.0
61609,0.0
61610,945.02
61611,3662.6
61612,0.0
61613,364.1
61614,1372.38
61615,1520.0
61616,1171.34
61617,0.0
61618,1456.85
61619,0.0
61620,1040.0
61621,200.0
61622,0.0
61623,3180.15
61624,0.0
61625,250.0
61626,173.7
61627,354.48
61628,1918.92
61629,540.34
61630,0.0
61631,10857.81
61632,1271.51
61633,857.94
61634,526.74
61635,42.0
61636,1.67
61637,0.0
61638,9340.07
61639,250.0
61640,7695.65
61641,1288.04
61642,7.04
61643,4075.3
61644,0.0
61645,1040.0
61646,15.0
61647,2864.83
61648,5529.87
61649,658.06
61650,11589.79
61651,534.6
61652,1332.93
61653,0.0
61654,1005.06
61655,565.94
61656,2317.1
61657,2201.13
61658,1100.81
61659,0.0
61660,2335.11
61661,0.0
61662,0.0
61663,3713.34
61664,1500.0
61665,269.02
61666,0.0
61667,87.58
61668,13.35
61669,0.0
61670,0.0
61671,0.0
61672,698.9
61673,2766.13
61674,5619.22
61675,400.0
61676,0.0
61677,0.0
61678,1094.79
61679,200.0
61680,1100.95
61681,0.0
61682,591.3
61683,624.0
61684,621.3
61685,1062.3
61686,1587.88
61687,12036.88
61688,0.0
61689,2470.11
61690,3678.13
61691,14750.85
61692,1361.19
61693,250.0
61694,3628.55
61695,1062.89
61696,108.82
61697,1631.15
61698,481.55
61699,810.96
61700,0.0
61701,211.2
61702,1214.58
61703,0.0
61704,6198.23
61705,3442.05
61706,22595.9
61707,963.69
61708,0.0
61709,0.0
61710,1247.88
61711,1730.38
61712,1372.25
61713,2275.81
61714,0.0
61715,1056.0
61716,2708.15
61717,1140.0
61718,15209.94
61719,250.0
61720,3001.67
61721,2291.57
61722,463.25
61723,1009.82
61724,540.0
61725,0.0
61726,1290.18
61727,624.0
61728,0.0
61729,3098.83
61730,2058.2
61731,1040.0
61732,152.5
61733,441.24
61734,12779.44
61735,800.0
61736,184.2
61737,140.0
61738,3617.82
61739,2495.49
61740,3298.6
61741,211.2
61742,0.0
61743,2482.7
61744,588.3
61745,2013.94
61746,687.0
61747,9.83
61748,1560.96
61749,0.0
61750,0.0
61751,368.38
61752,0.0
61753,900.0
61754,1540.0
61755,0.0
61756,0.0
61757,423.5
61758,1145.0
61759,827.9
61760,771.86
61761,766.98
61762,2322.58
61763,0.0
61764,919.59
61765,3136.93
61766,600.7
61767,7053.21
61768,212.26
61769,0.0
61770,0.0
61771,432.9
61772,0.0
61773,564.01
61774,36.78
61775,3010.89
61776,363.0
61777,0.0
61778,0.0
61779,300.0
61780,0.0
61781,3.53
61782,260.86
61783,965.91
61784,0.0
61785,677.48
61786,19676.77
61787,9126.24
61788,619.49
61789,0.0
61790,8448.79
61791,1355.0
61792,3364.7
61793,2480.68
61794,1527.82
61795,550.0
61796,622.47
61797,2540.15
61798,0.0
61799,0.0
61800,633.73
61801,1616.82
61802,1395.69
61803,0.0
61804,3390.63
61805,169.42
61806,1987.62
61807,624.0
61808,200.0
61809,0.0
61810,1000.0
61811,0.0
61812,0.0
61813,1497.55
61814,2249.78
61815,771.46
61816,234.64
61817,4211.81
61818,0.0
61819,420.01
61820,623.4
61821,1157.31
61822,0.0
61823,1357.2
61824,4352.58
61825,0.0
61826,854.7
61827,952.42
61828,2360.73
61829,827.46
61830,2965.62
61831,2754.2
61832,2528.1
61833,0.0
61834,0.0
61835,39.56
61836,0.0
61837,1362.2
61838,8806.52
61839,624.0
61840,968.38
61841,0.0
61842,0.0
61843,0.0
61844,0.0
61845,639.0
61846,3354.63
61847,0.0
61848,1248.4
61849,3744.01
61850,251.4
61851,0.0
61852,0.0
61853,1296.49
61854,221.25
61855,3674.06
61856,0.0
61857,2806.97
61858,5409.24
61859,250.0
61860,6380.98
61861,611.43
61862,2825.37
61863,1220.0
61864,0.0
61865,1000.0
61866,1583.57
61867,925.73
61868,0.0
61869,0.0
61870,0.0
61871,757.1
61872,450.0
61873,0.0
61874,661.22
61875,960.0
61876,1036.93
61877,686.99
61878,0.0
61879,0.0
61880,509.33
61881,229.23
61882,100.0
61883,1431.31
61884,10.56
61885,42.0
61886,2076.41
61887,1480.0
61888,135.44
61889,225.13
61890,0.0
61891,3332.93
61892,0.0
61893,856.77
61894,94.89
61895,1052.33
61896,0.0
61897,831.4
61898,866.0
61899,299.34
61900,320.0
61901,0.0
61902,780.0
61903,1176.39
61904,0.0
