,BasePay
62609,42409.3
62610,50422.93
62611,36531.24
62612,36933.67
62613,45502.32
62614,41701.33
62615,38954.91
62616,39117.85
62617,36195.1
62618,39863.5
62619,49057.61
62620,42362.09
62621,43852.63
62622,38188.7
62623,41916.99
62624,52786.73
62625,37449.6
62626,33510.87
62627,40487.54
62628,29088.72
62629,43800.11
62630,40322.25
62631,40477.42
62632,41499.22
62633,43652.02
62634,49740.0
62635,45655.09
62636,36259.31
62637,38733.17
62638,44588.56
62639,40057.39
62640,43928.98
62641,40165.44
62642,59466.0
62643,41300.0
62644,37511.49
62645,42543.2
62646,49340.9
62647,35331.02
62648,43822.85
62649,42490.93
62650,47219.28
62651,36792.63
62652,46088.1
62653,42192.6
62654,41978.4
62655,38446.28
62656,37458.13
62657,39909.5
62658,44058.48
62659,39264.86
62660,41635.35
62661,50557.92
62662,42018.81
62663,57374.78
62664,47581.45
62665,39051.41
62666,37145.9
62667,36897.9
62668,38061.5
62669,43948.77
62670,37789.3
62671,38284.59
62672,42014.24
62673,42353.3
62674,43088.1
62675,42065.09
62676,59163.0
62677,39952.99
62678,35476.5
62679,43996.0
62680,41518.0
62681,36970.75
62682,44080.0
62683,40337.9
62684,38368.88
62685,55778.28
62686,42285.14
62687,38284.58
62688,37682.01
62689,41439.86
62690,40054.07
62691,45013.47
62692,39942.34
62693,36095.6
62694,35620.43
62695,39904.16
62696,40013.95
62697,39476.03
62698,46207.72
62699,39356.94
62700,39701.11
62701,39717.71
62702,36177.06
62703,47317.96
62704,40217.65
62705,42080.69
62706,45449.41
62707,40523.2
62708,42152.3
62709,50244.87
62710,42780.17
62711,41939.92
62712,39520.0
62713,39631.14
62714,43847.95
62715,41073.09
62716,42403.51
62717,22770.19
62718,36199.83
62719,42583.5
62720,43876.22
62721,0.0
62722,38938.0
62723,53851.74
62724,37933.21
62725,44827.2
62726,45243.3
62727,35844.93
62728,39727.77
62729,51945.96
62730,36958.1
62731,36518.11
62732,49481.62
62733,38953.64
62734,42534.92
62735,36563.18
62736,34733.9
62737,40876.18
62738,41607.68
62739,31532.9
62740,45276.0
62741,42452.35
62742,35041.42
62743,35932.15
62744,40258.95
62745,39107.42
62746,37478.69
62747,41730.31
62748,42307.27
62749,38237.68
62750,31094.02
62751,36853.05
62752,31637.0
62753,45637.41
62754,37398.35
62755,58199.35
62756,36984.09
62757,22237.19
62758,36542.32
62759,42741.58
62760,58260.99
62761,41878.71
62762,42132.61
62763,37184.52
62764,42652.8
62765,42135.33
62766,47900.84
62767,37587.71
62768,41153.44
62769,36948.93
62770,42509.52
62771,24274.95
62772,42953.33
62773,40637.42
62774,39872.86
62775,38838.29
62776,38298.24
62777,57380.74
62778,35860.9
62779,50440.95
62780,40005.01
62781,37770.58
62782,34893.31
62783,57933.77
62784,40225.11
62785,44938.42
62786,37065.0
62787,42288.5
62788,57347.62
62789,35043.51
62790,32261.23
62791,49155.72
62792,36109.99
62793,39632.09
62794,36903.5
62795,42353.3
62796,40901.01
62797,50446.16
62798,43894.87
62799,38846.44
62800,42949.48
62801,35052.9
62802,34175.98
62803,41184.86
62804,46301.61
62805,38758.0
62806,37812.9
62807,40476.63
62808,38399.77
62809,37502.88
62810,39822.84
62811,38842.41
62812,42978.65
62813,37065.0
62814,38383.0
62815,33870.02
62816,42421.15
62817,38583.94
62818,40118.47
62819,39137.68
62820,38304.63
62821,42926.0
62822,54031.21
62823,39684.78
62824,36664.91
62825,44642.21
62826,40335.31
62827,45913.13
62828,50053.5
62829,36096.94
62830,23914.65
62831,41523.33
62832,38243.72
62833,32565.02
62834,40607.46
62835,57423.24
62836,36198.27
62837,42452.27
62838,20990.39
62839,40307.07
62840,42966.4
62841,40090.17
62842,36542.78
62843,41269.21
62844,44428.4
62845,55665.01
62846,37805.67
62847,57271.49
62848,37313.37
62849,34122.13
62850,42463.39
62851,34917.43
62852,42452.27
62853,25781.04
62854,40602.17
62855,37677.55
62856,38585.45
62857,48164.08
62858,48378.0
62859,36221.58
62860,38074.89
62861,41318.61
62862,37058.43
62863,36888.83
62864,30638.0
62865,37622.52
62866,42845.86
62867,39893.81
62868,33377.0
62869,40440.47
62870,57124.3
62871,38655.26
62872,36748.45
62873,35593.59
62874,48002.5
62875,41448.68
62876,38504.82
62877,28483.41
62878,41539.17
62879,43330.52
62880,39448.71
62881,36585.4
62882,39910.01
62883,37358.69
62884,42223.93
62885,44505.0
62886,34461.29
62887,56151.11
62888,47253.48
62889,38326.07
62890,42458.6
62891,42037.9
62892,37065.37
62893,39026.46
62894,35994.49
62895,20278.63
62896,52387.33
62897,36032.55
62898,40753.74
62899,42162.0
62900,52868.19
62901,37065.0
62902,40804.51
62903,37805.57
62904,38627.7
62905,38447.01
62906,37065.0
62907,37065.0
62908,42295.05
62909,35799.15
62910,36494.62
62911,37625.67
62912,37622.51
62913,41383.15
62914,36940.27
62915,36322.32
62916,45872.02
62917,37622.51
62918,37622.5
62919,42009.83
62920,42099.19
62921,34815.6
62922,37691.5
62923,38798.48
62924,37190.4
62925,37066.58
62926,37622.5
62927,38703.95
62928,37328.83
62929,37622.5
62930,37568.73
62931,39478.62
62932,40950.87
62933,42738.02
62934,37622.5
62935,28868.1
62936,42725.8
62937,49185.93
62938,37622.5
62939,40414.26
62940,37735.49
62941,37883.01
62942,36978.86
62943,38711.36
62944,37835.65
62945,38397.44
62946,46668.9
62947,43846.31
62948,39322.5
62949,39759.01
62950,39398.5
62951,43761.5
62952,38802.05
62953,42686.14
62954,43375.0
62955,37842.82
62956,34937.01
62957,34211.32
62958,38266.94
62959,5005.16
62960,56312.52
62961,34937.0
62962,41048.17
62963,27544.54
62964,50405.52
62965,31878.0
62966,36939.95
62967,35712.71
62968,32604.0
62969,32304.4
62970,46134.0
62971,38777.06
62972,39544.18
62973,37388.75
62974,35498.61
62975,30232.96
62976,42284.46
62977,42452.56
62978,40938.07
62979,58010.82
62980,34977.84
62981,56063.3
62982,34970.24
62983,54230.9
62984,31783.85
62985,41779.5
62986,41336.8
62987,40833.17
62988,40216.12
62989,28496.54
62990,38614.34
62991,40400.88
62992,47615.01
62993,41085.81
62994,40364.63
62995,36225.13
62996,20875.6
62997,40476.09
62998,41330.3
62999,37422.95
63000,41706.24
63001,45616.71
63002,39920.2
63003,42536.27
63004,29522.3
63005,42209.2
63006,42790.56
63007,34006.48
63008,42489.41
63009,41047.58
63010,34513.5
63011,36245.35
63012,32144.33
63013,37516.64
63014,42768.9
63015,39118.4
63016,32604.01
63017,44800.53
63018,55594.04
63019,36740.82
63020,55575.21
63021,29552.32
63022,34345.5
63023,39599.08
63024,36337.51
63025,40271.0
63026,34936.5
63027,45717.02
63028,39346.39
63029,40918.51
63030,36797.55
63031,53996.98
63032,55181.25
63033,37919.2
63034,34953.63
63035,39873.95
63036,40411.01
63037,36813.75
63038,43399.2
63039,34786.73
63040,39788.68
63041,6621.01
63042,34961.44
63043,39650.56
63044,36382.33
63045,39725.12
63046,40506.91
63047,47628.66
63048,41372.69
63049,32193.03
63050,46176.3
63051,41769.0
63052,39351.91
63053,31140.95
63054,37130.81
63055,33154.49
63056,40931.01
63057,38437.53
63058,40838.8
63059,45757.25
63060,29992.32
63061,41350.9
63062,41135.04
63063,39252.7
63064,35525.48
63065,37622.53
63066,36349.55
63067,45878.3
63068,36808.51
63069,44432.31
63070,39209.78
63071,45457.01
63072,34355.82
63073,38102.05
63074,40234.9
63075,38472.09
63076,38961.76
63077,34749.81
63078,35565.74
63079,54458.12
63080,39819.8
63081,39276.87
63082,16176.0
63083,36816.4
63084,34771.91
63085,38873.1
63086,46798.4
63087,35438.46
63088,36213.53
63089,34970.56
63090,29576.0
63091,34864.72
63092,39217.31
63093,38626.1
63094,39260.14
63095,29366.38
63096,44869.12
63097,41054.47
63098,34719.91
63099,35817.7
63100,41228.42
63101,33728.43
63102,36111.65
63103,34945.84
63104,42125.4
63105,42095.8
63106,34644.7
63107,34953.63
63108,40378.81
63109,40825.64
63110,40309.05
63111,36948.72
63112,37167.17
63113,36949.53
63114,47964.22
63115,41613.7
63116,40071.09
63117,38374.91
63118,40065.01
63119,36881.5
63120,40084.22
63121,40679.87
63122,40334.05
63123,29630.1
63124,37941.1
63125,41498.7
63126,42646.13
63127,39400.95
63128,40299.57
63129,38441.37
63130,36740.36
63131,40397.62
63132,36848.01
63133,49561.78
63134,36654.1
63135,34960.05
63136,34759.74
63137,39140.5
63138,42703.8
63139,35734.44
63140,38169.21
63141,41388.17
63142,38532.0
63143,32499.25
63144,54453.18
63145,38201.57
63146,45469.2
63147,34672.19
63148,41679.0
63149,39811.51
63150,45680.73
63151,41846.2
63152,38234.9
63153,39928.53
63154,40920.82
63155,36989.52
63156,36796.68
63157,39281.76
63158,42159.0
63159,0.0
63160,38626.1
63161,36656.94
63162,44986.31
63163,41313.05
63164,32004.98
63165,28100.04
63166,38030.62
63167,40963.9
63168,36725.75
63169,39974.16
63170,39898.82
63171,30631.7
63172,40511.05
63173,46079.52
63174,22653.15
63175,37996.5
63176,43986.74
63177,39715.36
63178,34125.71
63179,37214.93
63180,30824.88
63181,41799.05
63182,44846.57
63183,36881.34
63184,37055.74
63185,36558.82
63186,38364.36
63187,34944.57
63188,34285.1
63189,49208.54
63190,36550.26
63191,38580.39
63192,30744.2
63193,49821.95
63194,35720.55
63195,23513.01
63196,38615.53
63197,31398.95
63198,30578.15
63199,27092.0
63200,34465.02
63201,42400.41
63202,32439.01
63203,53896.52
63204,44581.68
63205,41289.6
63206,40511.76
63207,34953.3
63208,36567.25
63209,36698.48
63210,46132.8
63211,37490.56
63212,37834.53
63213,34586.32
63214,36804.97
63215,28259.98
63216,38594.17
63217,39888.4
63218,35038.76
63219,50884.52
63220,53744.85
63221,42602.8
63222,35786.75
63223,38117.25
63224,52184.3
63225,39041.14
63226,34715.7
63227,29770.0
63228,40977.5
63229,36873.84
63230,35821.04
63231,40977.5
63232,33980.03
63233,35122.05
63234,36314.27
63235,32918.65
63236,36887.05
63237,38576.42
63238,39100.86
63239,36461.55
63240,40977.5
63241,43422.68
63242,40977.5
63243,40106.1
63244,40977.5
63245,39138.38
63246,36160.98
63247,40977.5
63248,50060.73
63249,37931.78
63250,40686.12
63251,40977.5
63252,36493.7
63253,35011.4
63254,40977.5
63255,40977.5
63256,38291.4
63257,31945.67
63258,40977.5
63259,36870.19
63260,40977.5
63261,36138.66
63262,36671.35
63263,41460.72
63264,40977.5
63265,40977.5
63266,40977.5
63267,40977.5
63268,40977.5
63269,52699.5
63270,40235.48
63271,50217.41
63272,40977.5
63273,37713.6
63274,37010.94
63275,39573.57
63276,40977.5
63277,38825.77
63278,33458.02
63279,40977.5
63280,40977.5
63281,34537.22
63282,28065.0
63283,40977.5
63284,40189.07
63285,39491.42
63286,34284.93
63287,39614.45
63288,40977.5
63289,51704.2
63290,40977.5
63291,50409.57
63292,35941.0
63293,41829.65
63294,36011.92
63295,32285.42
63296,35230.27
63297,53193.59
63298,36875.48
63299,28925.45
63300,40977.5
63301,32604.04
63302,40977.5
63303,40977.5
63304,40977.5
63305,40977.5
63306,40977.5
63307,40977.5
63308,45276.77
63309,33546.39
63310,40977.5
63311,40828.01
63312,40284.5
63313,32403.69
63314,32371.83
63315,32839.67
63316,34774.74
63317,27092.0
63318,33953.91
63319,37918.01
63320,37042.53
63321,39434.54
63322,37586.98
63323,34266.4
63324,38957.2
63325,38031.82
63326,36403.2
63327,39547.9
63328,42660.0
63329,39432.27
63330,19644.6
63331,39074.42
63332,10956.82
63333,34467.98
63334,36461.56
63335,33529.59
63336,46560.87
63337,40635.8
63338,32788.15
63339,37284.43
63340,33424.83
63341,27362.74
63342,36412.48
63343,38089.3
63344,40635.8
63345,34469.56
63346,29757.0
63347,32392.64
63348,37099.94
63349,39476.86
63350,44940.91
63351,54631.39
63352,46965.43
63353,43349.68
63354,33465.2
63355,35477.43
63356,35340.46
63357,52335.63
63358,27928.02
63359,48061.03
63360,0.0
63361,27092.0
63362,35034.01
63363,36513.69
63364,39062.5
63365,32623.71
63366,45357.81
63367,39599.7
63368,53559.6
63369,44372.32
63370,37563.45
63371,38539.2
63372,33672.88
63373,38787.0
63374,39725.01
63375,32551.34
63376,39535.42
63377,37029.6
63378,35521.02
63379,38393.42
63380,34559.92
63381,36031.0
63382,49180.94
63383,33325.1
63384,40524.11
63385,37962.01
63386,33530.01
63387,40123.25
63388,38676.9
63389,38670.2
63390,32603.99
63391,27026.16
63392,33473.5
63393,36771.2
63394,40239.52
63395,35086.31
63396,36483.4
63397,49414.55
63398,40055.66
63399,33079.77
63400,39154.61
63401,35780.4
63402,38527.0
63403,31122.01
63404,51617.48
63405,33396.5
63406,34534.05
63407,35225.31
63408,34043.39
63409,33613.38
63410,36044.87
63411,49830.85
63412,37296.0
63413,37770.17
63414,32367.19
63415,36559.63
63416,33473.5
63417,31133.8
63418,36066.14
63419,32220.01
63420,38494.24
63421,35863.93
63422,33225.64
63423,38760.9
63424,37723.61
63425,38711.73
63426,34134.89
63427,24421.3
63428,34561.79
63429,51839.74
63430,28779.4
63431,38492.4
63432,33264.71
63433,36494.92
63434,47518.27
63435,20068.71
63436,38301.07
63437,37214.0
63438,39399.3
63439,33441.1
63440,31135.4
63441,33404.85
63442,43142.22
63443,36916.58
63444,38218.43
63445,36797.43
63446,31211.24
63447,35598.63
63448,32088.65
63449,31704.48
63450,33772.89
63451,34335.87
63452,37649.37
63453,45228.19
63454,44895.94
63455,35605.31
63456,35993.73
63457,38350.5
63458,30633.31
63459,38482.58
63460,33742.5
63461,43367.0
63462,43786.73
63463,43320.9
63464,34034.64
63465,44371.55
63466,30714.5
63467,28551.29
63468,34880.1
63469,31433.88
63470,37707.94
63471,39065.2
63472,37448.99
63473,50953.12
63474,35411.24
63475,38238.59
63476,33744.89
63477,36465.65
63478,38414.48
63479,36157.16
63480,33803.61
63481,36461.84
63482,35581.67
63483,35969.31
63484,33328.67
63485,33269.34
63486,25132.6
63487,40615.37
63488,30968.84
63489,24756.8
63490,34142.07
63491,30974.82
63492,31594.92
63493,33200.72
63494,34564.3
63495,36203.21
63496,38813.9
63497,39815.0
63498,32262.04
63499,29822.21
63500,33840.61
63501,36095.99
63502,32897.51
63503,33913.73
63504,29399.64
63505,24993.71
63506,37353.72
63507,34643.7
63508,36473.1
63509,18000.0
63510,42325.75
63511,50882.62
63512,29888.06
63513,33365.6
63514,39198.48
63515,36802.84
63516,35589.61
63517,37706.5
63518,35835.61
63519,10224.0
63520,32083.27
63521,35379.0
63522,35196.69
63523,38311.4
63524,34310.84
63525,37284.76
63526,37728.71
63527,37573.13
63528,33744.0
63529,33665.73
63530,36695.27
63531,35475.7
63532,22746.93
63533,32131.03
63534,41468.31
63535,15258.75
63536,25923.98
63537,32942.68
63538,40673.52
63539,38733.69
63540,30363.97
63541,47691.67
63542,37746.2
63543,37309.83
63544,29478.98
63545,36874.89
63546,34698.5
63547,31377.5
63548,33442.49
63549,34394.5
63550,37513.36
63551,39002.16
63552,43253.86
63553,40108.52
63554,32372.45
63555,48426.9
63556,36376.77
63557,30434.82
63558,37872.34
63559,33772.4
63560,32120.56
63561,35118.8
63562,32603.99
63563,32583.25
63564,37650.01
63565,47252.09
63566,34728.31
63567,34708.87
63568,43492.76
63569,26685.81
63570,37764.0
63571,35104.73
63572,42300.9
63573,36677.03
63574,26317.05
63575,34612.22
63576,35465.39
63577,39525.27
63578,34062.5
63579,35577.2
63580,36542.35
63581,34798.8
63582,41083.17
63583,33503.06
63584,32364.71
63585,32083.73
63586,33536.13
63587,36561.0
63588,38170.0
63589,34463.14
63590,40170.56
63591,32881.8
63592,36365.87
63593,27972.19
63594,32290.28
63595,38739.01
63596,45364.67
63597,29576.01
63598,32206.18
63599,37801.15
63600,27576.0
63601,35655.01
63602,33746.13
63603,36576.3
63604,37010.96
63605,43610.09
63606,37665.05
63607,40680.05
63608,36576.3
63609,40532.5
63610,36987.86
63611,36199.09
63612,28441.44
63613,34590.96
63614,34843.6
63615,33026.37
63616,32935.08
63617,35378.79
63618,36898.82
63619,33178.79
63620,33754.35
63621,47984.26
63622,32093.3
63623,42649.9
63624,33006.5
63625,35737.2
63626,45588.01
63627,32029.62
63628,36771.95
63629,35804.8
63630,35176.35
63631,32522.46
63632,41367.66
63633,34923.03
63634,36085.31
63635,39299.29
63636,29085.56
63637,36858.7
63638,22232.0
63639,37585.51
63640,20612.4
63641,33738.92
63642,32770.03
63643,46212.11
63644,35048.71
63645,31984.89
63646,33332.16
63647,32858.17
63648,35396.51
63649,36722.01
63650,43163.4
63651,33753.24
63652,36938.0
63653,36158.4
63654,33212.1
63655,33670.22
63656,27266.51
63657,36659.93
63658,40809.36
63659,34622.43
63660,37244.4
63661,39729.04
63662,31801.67
63663,34760.31
63664,34861.46
63665,34892.9
63666,39855.44
63667,33644.0
63668,20343.88
63669,35549.63
63670,48392.0
63671,33062.31
63672,36190.0
63673,41777.3
63674,36362.96
63675,34588.64
63676,35815.3
63677,37560.5
63678,32220.0
63679,33115.0
63680,33411.6
63681,35226.29
63682,30279.83
63683,39459.35
63684,32979.52
63685,19976.31
63686,20127.93
63687,19562.86
63688,30338.92
63689,35537.73
63690,42310.34
63691,35083.26
63692,36901.95
63693,32136.15
63694,36126.49
63695,34415.49
63696,33357.56
63697,30445.75
63698,33389.94
63699,32152.57
63700,31966.92
63701,40076.77
63702,31697.75
63703,32987.23
63704,20216.0
63705,33742.26
63706,33158.72
63707,41027.05
63708,29469.26
63709,24127.46
63710,26603.34
63711,35876.24
63712,40977.5
63713,35960.55
63714,34874.57
63715,35284.21
63716,26324.0
63717,39276.3
63718,48154.76
63719,27928.0
63720,31132.12
63721,30943.79
63722,31773.15
63723,8331.4
63724,14313.88
63725,40455.44
63726,40032.41
63727,35255.35
63728,30360.57
63729,34161.88
63730,28742.12
63731,25351.93
63732,32340.6
63733,35009.02
63734,36487.8
63735,32659.52
63736,34421.2
63737,47796.35
63738,30275.4
63739,41893.63
63740,31505.89
63741,25864.89
63742,30754.34
63743,36137.81
63744,28503.4
63745,30469.28
63746,34163.47
63747,30314.9
63748,30739.62
63749,28170.04
63750,27146.5
63751,22576.64
63752,35346.41
63753,33185.7
63754,32226.93
63755,30456.7
63756,46842.07
63757,47185.62
63758,34085.04
63759,34331.7
63760,28408.87
63761,34396.5
63762,23741.17
63763,32881.92
63764,37002.52
63765,40977.5
63766,32019.41
63767,33922.26
63768,35879.43
63769,34155.83
63770,34347.86
63771,33817.88
63772,34619.4
63773,21696.29
63774,30114.95
63775,26069.7
63776,32026.23
63777,35580.09
63778,36062.0
63779,44382.53
63780,33644.0
63781,40721.23
63782,29129.2
63783,30115.0
63784,33126.4
63785,30616.97
63786,34002.74
63787,33958.61
63788,33405.66
63789,30123.25
63790,35610.61
63791,30856.73
63792,32064.35
63793,32755.26
63794,47245.4
63795,39517.36
63796,26536.12
63797,40234.1
63798,32559.26
63799,33599.31
63800,36114.71
63801,35865.93
63802,33718.45
63803,37858.1
63804,37702.84
63805,28159.24
63806,32540.51
63807,33589.95
63808,28905.39
63809,33002.03
63810,32046.32
63811,35783.22
63812,33710.67
63813,35026.64
63814,46879.8
63815,36478.0
63816,33049.02
63817,38740.5
63818,31302.36
63819,34373.35
63820,45121.81
63821,32159.75
63822,35189.0
63823,24734.98
63824,35870.1
63825,30896.74
63826,29289.51
63827,46869.35
63828,19263.61
63829,36870.4
63830,39526.74
63831,32333.78
63832,30034.52
63833,19740.1
63834,38611.39
63835,32108.8
63836,35718.6
63837,44644.93
63838,31689.0
63839,29832.23
63840,31239.73
63841,29122.67
63842,33063.99
63843,34945.34
63844,33825.6
63845,33590.48
63846,28178.92
63847,39586.12
63848,35550.9
63849,30903.12
63850,31067.73
63851,40559.7
63852,27786.85
63853,28239.11
63854,34669.35
63855,31297.0
63856,41642.91
63857,31978.61
63858,39094.29
63859,30215.9
63860,31188.6
63861,23782.0
63862,34413.77
63863,29735.28
63864,31602.33
63865,46225.96
63866,33810.76
63867,35048.73
63868,40824.0
63869,35774.18
63870,32664.63
63871,32533.2
63872,24937.03
63873,30222.5
63874,44495.63
63875,46331.5
63876,39811.41
63877,36481.29
63878,35768.86
63879,39488.05
63880,31297.0
63881,43489.79
63882,30798.53
63883,34766.8
63884,37875.44
63885,30036.5
63886,27941.1
63887,44926.12
63888,28226.26
63889,34097.75
63890,35163.15
63891,29576.01
63892,30275.0
63893,16007.99
63894,32534.18
63895,32673.6
63896,4414.0
63897,38423.44
63898,33759.51
63899,31443.01
63900,33958.6
63901,32467.17
63902,34384.61
63903,38775.0
63904,33826.0
63905,30275.0
63906,31986.4
63907,12370.27
63908,30222.5
63909,34523.27
63910,42051.69
63911,37327.47
63912,33676.42
63913,44615.19
63914,39085.51
63915,28508.26
63916,45800.53
63917,30048.1
63918,19711.37
63919,34460.18
63920,38503.96
63921,32809.2
63922,33508.05
63923,32042.06
63924,29799.9
63925,26727.16
63926,33841.89
63927,30059.7
63928,38505.0
63929,33103.29
63930,32474.8
63931,44313.98
63932,26791.53
63933,34138.8
63934,28136.97
63935,31647.52
63936,31430.98
63937,19781.41
63938,30154.6
63939,30062.85
63940,32091.14
63941,31552.52
63942,30234.49
63943,31048.59
63944,22304.31
63945,30033.86
63946,31799.0
63947,27947.05
63948,32898.03
63949,18812.14
63950,30775.34
63951,28747.34
63952,38421.57
63953,32061.24
63954,31656.59
63955,45200.89
63956,29311.59
63957,30956.06
63958,22421.64
63959,27507.69
63960,32955.19
63961,36971.02
63962,29918.72
63963,34582.57
63964,24122.09
63965,25991.47
63966,31386.25
63967,44829.98
63968,35034.82
63969,30678.36
63970,45075.06
63971,32904.93
63972,28938.45
63973,31323.7
63974,30814.58
63975,44694.07
63976,35215.5
63977,34857.93
63978,33372.29
63979,30545.2
63980,32050.82
63981,40238.95
63982,40556.63
63983,33424.6
63984,20228.05
63985,44682.75
63986,44697.5
63987,31799.0
63988,29535.0
63989,30651.2
63990,38881.5
63991,32399.9
63992,27833.46
63993,29840.7
63994,33086.89
63995,32141.43
63996,32171.12
63997,33819.89
63998,44386.55
63999,42009.48
64000,26532.58
64001,35314.79
64002,31952.33
64003,24319.0
64004,37894.5
64005,33349.3
64006,35956.8
64007,30093.81
64008,33801.8
64009,37647.36
64010,34050.0
64011,43985.4
64012,28832.0
64013,37771.39
64014,28338.75
64015,31991.92
64016,34697.63
64017,29105.52
64018,28030.95
64019,28437.83
64020,44080.2
64021,32716.5
64022,34095.23
64023,39298.0
64024,27074.37
64025,31056.0
64026,34344.58
64027,39242.19
64028,29598.82
64029,33141.21
64030,37978.15
64031,44211.56
64032,29611.22
64033,34308.0
64034,31167.48
64035,36149.32
64036,38985.56
64037,37705.66
64038,36213.78
64039,30790.31
64040,35884.5
64041,31705.9
64042,27107.11
64043,30539.45
64044,42980.2
64045,27977.88
64046,29704.65
64047,30461.14
64048,28115.84
64049,30902.42
64050,30532.3
64051,31372.29
64052,27081.05
64053,29369.79
64054,27002.7
64055,32879.01
64056,29638.56
64057,31218.0
64058,30700.67
64059,43615.1
64060,29175.65
64061,42807.66
64062,11057.72
64063,41534.75
64064,33015.92
64065,28002.42
64066,30308.12
64067,29213.18
64068,33791.15
64069,32846.84
64070,6750.5
64071,28277.72
64072,36386.49
64073,29438.24
64074,43620.54
64075,43294.92
64076,30747.02
64077,29792.14
64078,29241.26
64079,30547.17
64080,28036.87
64081,31411.6
64082,32572.03
64083,29477.19
64084,35005.13
64085,16710.0
64086,34742.54
64087,43578.92
64088,36934.29
64089,33747.6
64090,32634.0
64091,27630.15
64092,35859.47
64093,36958.16
64094,29764.66
64095,23981.96
64096,32759.67
64097,35050.28
64098,34063.93
64099,28042.81
64100,31428.86
64101,42836.48
64102,30930.2
64103,43484.6
64104,42486.75
64105,25290.96
64106,24348.08
64107,42509.51
64108,30148.34
64109,37196.85
64110,37128.9
64111,31651.61
64112,29649.58
64113,31285.08
64114,43063.24
64115,26087.31
64116,31413.81
64117,42714.0
64118,29922.99
64119,29889.3
64120,29138.79
64121,34454.6
64122,33118.1
64123,42968.43
64124,21173.03
64125,24048.0
64126,29862.4
64127,29579.0
64128,29657.93
64129,42928.1
64130,29175.44
64131,20142.21
64132,43040.38
64133,31646.45
64134,0.0
64135,30998.01
64136,10390.5
64137,29579.0
64138,28856.1
64139,28024.49
64140,39198.54
64141,28476.44
64142,42853.38
64143,25218.04
64144,31408.28
64145,34620.0
64146,25849.78
64147,41327.1
64148,32611.95
64149,31444.5
64150,30644.6
64151,42638.99
64152,28599.29
64153,29579.0
64154,32708.04
64155,20856.0
64156,36341.7
64157,29256.03
64158,31409.91
64159,29348.68
64160,30615.28
64161,33575.44
64162,32575.7
64163,35099.41
64164,29579.0
64165,29673.86
64166,22912.93
64167,35994.13
64168,27175.15
64169,29899.8
64170,30758.78
64171,33259.2
64172,29646.44
64173,36837.17
64174,19701.45
64175,19617.48
64176,29454.2
64177,26173.48
64178,27634.0
64179,42331.41
64180,30494.77
64181,30617.17
64182,25312.99
64183,25259.54
64184,42672.14
64185,36380.27
64186,29137.73
64187,29078.69
64188,36567.41
64189,42481.6
64190,35011.2
64191,30207.0
64192,30997.63
64193,29551.54
64194,31339.0
64195,30532.81
64196,30176.1
64197,26094.16
64198,29036.9
64199,36199.2
64200,34717.21
64201,42442.75
64202,41842.14
64203,41878.39
64204,36324.13
64205,30176.1
64206,38551.95
64207,19848.51
64208,29487.17
64209,29576.95
64210,24131.71
64211,27859.44
64212,35420.65
64213,28521.8
64214,25294.0
64215,42226.63
64216,26118.92
64217,25172.56
64218,37059.0
64219,36493.8
64220,34346.89
64221,17692.96
64222,28873.3
64223,31334.54
64224,35921.0
64225,36004.52
64226,31240.95
64227,29205.37
64228,22575.17
64229,29950.52
64230,25175.98
64231,31117.15
64232,15284.5
64233,3935.32
64234,29386.05
64235,27398.15
64236,30511.39
64237,30362.7
64238,32659.2
64239,27421.0
64240,35940.31
64241,35850.19
64242,30472.53
64243,28672.11
64244,36117.9
64245,29255.38
64246,30958.44
64247,29701.67
64248,24563.3
64249,26264.24
64250,42113.59
64251,28822.72
64252,21461.53
64253,29491.7
64254,32972.27
64255,28873.3
64256,23464.0
64257,29152.74
64258,28873.3
64259,29556.25
64260,33445.31
64261,29175.65
64262,29668.12
64263,29310.1
64264,28878.37
64265,33793.0
64266,28105.3
64267,41876.84
64268,28509.49
64269,25348.49
64270,36056.18
64271,28363.81
64272,27757.18
64273,29579.0
64274,35784.23
64275,27898.78
64276,29299.67
64277,26923.25
64278,25427.89
64279,26936.6
64280,29567.04
64281,41619.0
64282,29569.95
64283,28537.93
64284,34308.49
64285,28031.05
64286,33401.96
64287,33378.07
64288,34591.3
64289,29730.26
64290,22513.43
64291,33993.72
64292,27389.92
64293,34002.64
64294,27696.86
64295,27520.17
64296,29579.0
64297,26751.01
64298,29068.2
64299,39787.32
64300,27055.0
64301,30157.0
64302,30195.19
64303,25478.83
64304,36000.0
64305,27507.89
64306,25352.6
64307,37396.35
64308,29775.02
64309,29175.65
64310,30551.76
64311,20864.7
64312,35092.57
64313,41262.33
64314,24062.08
64315,28724.38
64316,27007.1
64317,24234.73
64318,28248.01
64319,29579.0
64320,18251.46
64321,26294.95
64322,29579.0
64323,28068.07
64324,41155.8
64325,28232.13
64326,26770.81
64327,28376.03
64328,26865.69
64329,34696.76
64330,29579.0
64331,29345.78
64332,28532.39
64333,29017.48
64334,32770.88
64335,28606.68
64336,25147.65
64337,25340.25
64338,27614.84
64339,32190.29
64340,27697.66
64341,29681.7
64342,29459.33
64343,29932.29
64344,38566.77
64345,29112.72
64346,21858.9
64347,24745.55
64348,31452.44
64349,41038.91
64350,29087.75
64351,30343.32
64352,41043.06
64353,18957.8
64354,29579.0
64355,25491.9
64356,34760.03
64357,31167.7
